"Название Услуги","Ориентировочная Стоимость","Срок Исполнения","Размер Предоплаты"
"администрирование сетей и серверов","7447560","116","3723780"
"техническая поддержка рабочих станций и ИТ сервисов","9670580","185","4835290"
"веб-разработка","5595924","211","1865308"
"создание мобильных систем","879743","201","439871"
"создание и обслуживание систем контроля доступа к портам и устройствам","4415272","176","1471757"
"организацию антивирусной защиты","6213056","295","2071018"
"решения касающиеся сетевой безопасности и отражения угроз","2856250","131","952083"
"организация систем видеонаблюдения","597977","362","199325"
"построение и обслуживание структурированных кабельных систем (СКС)","2316644","278","1158322"
"создание и поддержка интеллектуальных медиасистем","3407958","332","1703979"
"телефония","1455620","320","485206"
"создание виртуального офиса","6221937","214","2073979"
"организация резервного копирования","3850903","175","1925451"
"администрирование сетей и серверов","2940872","165","980290"
"техническая поддержка рабочих станций и ИТ сервисов","4243480","252","2121740"
"веб-разработка","2049811","246","1024905"
"создание мобильных систем","5865024","211","1955008"
"создание и обслуживание систем контроля доступа к портам и устройствам","8501898","113","2833966"
"организацию антивирусной защиты","1300317","249","650158"
"решения касающиеся сетевой безопасности и отражения угроз","2255099","234","751699"
"организация систем видеонаблюдения","6727846","121","3363923"
"построение и обслуживание структурированных кабельных систем (СКС)","9571382","265","3190460"
"создание и поддержка интеллектуальных медиасистем","7296406","157","2432135"
"телефония","9246891","129","4623445"
"создание виртуального офиса","694726","245","231575"
"организация резервного копирования","4784175","44","2392087"
"администрирование сетей и серверов","9453819","215","3151273"
"техническая поддержка рабочих станций и ИТ сервисов","5574456","62","1858152"
"веб-разработка","2043898","154","1021949"
"создание мобильных систем","6403938","45","3201969"
"создание и обслуживание систем контроля доступа к портам и устройствам","9998229","155","4999114"
"организацию антивирусной защиты","6375646","59","3187823"
"решения касающиеся сетевой безопасности и отражения угроз","3989288","97","1994644"
"организация систем видеонаблюдения","3038792","122","1012930"
"построение и обслуживание структурированных кабельных систем (СКС)","2612374","179","1306187"
"создание и поддержка интеллектуальных медиасистем","2396019","277","798673"
"телефония","7563556","330","3781778"
"создание виртуального офиса","3151656","308","1575828"
"организация резервного копирования","6229747","263","3114873"
"администрирование сетей и серверов","5160153","82","2580076"
"техническая поддержка рабочих станций и ИТ сервисов","5843971","41","2921985"
"веб-разработка","7558393","202","2519464"
"создание мобильных систем","8199840","334","4099920"
"создание и обслуживание систем контроля доступа к портам и устройствам","7416717","313","3708358"
"организацию антивирусной защиты","2023741","349","674580"
"решения касающиеся сетевой безопасности и отражения угроз","1133317","28","566658"
"организация систем видеонаблюдения","2274150","271","1137075"
"построение и обслуживание структурированных кабельных систем (СКС)","1677149","208","838574"
"создание и поддержка интеллектуальных медиасистем","4391582","108","2195791"
"телефония","6802570","103","2267523"
"создание виртуального офиса","3469603","303","1156534"
"организация резервного копирования","8140535","98","2713511"
"администрирование сетей и серверов","1512745","61","756372"
"техническая поддержка рабочих станций и ИТ сервисов","5695354","142","2847677"
"веб-разработка","3945246","362","1315082"
"создание мобильных систем","480476","105","160158"
"создание и обслуживание систем контроля доступа к портам и устройствам","3173481","216","1586740"
"организацию антивирусной защиты","4648834","132","1549611"
"решения касающиеся сетевой безопасности и отражения угроз","6745125","39","3372562"
"организация систем видеонаблюдения","9446323","179","3148774"
"построение и обслуживание структурированных кабельных систем (СКС)","7851766","112","3925883"
"создание и поддержка интеллектуальных медиасистем","7917927","279","3958963"
"телефония","4586597","288","1528865"
"создание виртуального офиса","9095993","44","3031997"
"организация резервного копирования","905568","255","452784"
"администрирование сетей и серверов","9611052","359","3203684"
"техническая поддержка рабочих станций и ИТ сервисов","9295461","207","3098487"
"веб-разработка","5530710","71","2765355"
"создание мобильных систем","8674044","351","2891348"
"создание и обслуживание систем контроля доступа к портам и устройствам","8893008","266","2964336"
"организацию антивирусной защиты","6529632","40","2176544"
"решения касающиеся сетевой безопасности и отражения угроз","8767500","67","4383750"
"организация систем видеонаблюдения","1657000","291","828500"
"построение и обслуживание структурированных кабельных систем (СКС)","3135285","258","1045095"
"создание и поддержка интеллектуальных медиасистем","4615453","192","2307726"
"телефония","7672105","251","2557368"
"создание виртуального офиса","1216444","328","608222"
"организация резервного копирования","8894875","308","2964958"
"администрирование сетей и серверов","9282092","142","3094030"
"техническая поддержка рабочих станций и ИТ сервисов","6997499","320","2332499"
"веб-разработка","6774382","216","2258127"
"создание мобильных систем","9390059","306","3130019"
"создание и обслуживание систем контроля доступа к портам и устройствам","5411135","125","1803711"
"организацию антивирусной защиты","4469987","24","2234993"
"решения касающиеся сетевой безопасности и отражения угроз","4916194","190","2458097"
"организация систем видеонаблюдения","590832","24","295416"
"построение и обслуживание структурированных кабельных систем (СКС)","2350531","280","1175265"
"создание и поддержка интеллектуальных медиасистем","7931202","188","2643734"
"телефония","9375053","333","3125017"
"создание виртуального офиса","4393631","318","2196815"
"организация резервного копирования","356666","129","178333"
"администрирование сетей и серверов","893040","35","446520"
"техническая поддержка рабочих станций и ИТ сервисов","5352644","159","1784214"
"веб-разработка","4363479","184","2181739"
"создание мобильных систем","220311","197","73437"
"создание и обслуживание систем контроля доступа к портам и устройствам","213163","176","71054"
"организацию антивирусной защиты","4721894","189","2360947"
"решения касающиеся сетевой безопасности и отражения угроз","5629571","106","1876523"
"организация систем видеонаблюдения","5146933","110","1715644"
"построение и обслуживание структурированных кабельных систем (СКС)","2413837","97","1206918"
"создание и поддержка интеллектуальных медиасистем","8032546","333","2677515"
"телефония","2675133","104","1337566"
"создание виртуального офиса","9380947","188","3126982"
"организация резервного копирования","4131766","150","2065883"
"администрирование сетей и серверов","8639270","344","2879756"
"техническая поддержка рабочих станций и ИТ сервисов","8106573","351","2702191"
"веб-разработка","1831312","169","915656"
"создание мобильных систем","1606760","265","535586"
"создание и обслуживание систем контроля доступа к портам и устройствам","1040902","27","346967"
"организацию антивирусной защиты","9977359","67","3325786"
"решения касающиеся сетевой безопасности и отражения угроз","1156543","197","385514"
"организация систем видеонаблюдения","6522098","343","3261049"
"построение и обслуживание структурированных кабельных систем (СКС)","6647077","205","3323538"
"создание и поддержка интеллектуальных медиасистем","8530738","284","2843579"
"телефония","6019047","26","2006349"
"создание виртуального офиса","3974788","361","1324929"
"организация резервного копирования","5626371","240","2813185"
"администрирование сетей и серверов","1985532","214","992766"
"техническая поддержка рабочих станций и ИТ сервисов","3374202","172","1687101"
"веб-разработка","5813889","277","1937963"
"создание мобильных систем","5780067","281","2890033"
"создание и обслуживание систем контроля доступа к портам и устройствам","3575563","103","1191854"
"организацию антивирусной защиты","3458288","236","1729144"
"решения касающиеся сетевой безопасности и отражения угроз","2447827","281","815942"
"организация систем видеонаблюдения","3578840","156","1192946"
"построение и обслуживание структурированных кабельных систем (СКС)","9952022","317","3317340"
"создание и поддержка интеллектуальных медиасистем","5133055","39","2566527"
"телефония","111288","85","55644"
"создание виртуального офиса","272908","24","136454"
"организация резервного копирования","1153266","175","384422"
"администрирование сетей и серверов","2120953","76","1060476"
"техническая поддержка рабочих станций и ИТ сервисов","9837817","362","4918908"
"веб-разработка","409004","165","136334"
"создание мобильных систем","666321","266","222107"
"создание и обслуживание систем контроля доступа к портам и устройствам","5708994","222","2854497"
"организацию антивирусной защиты","9991132","253","3330377"
"решения касающиеся сетевой безопасности и отражения угроз","4952307","275","2476153"
"организация систем видеонаблюдения","992165","121","330721"
"построение и обслуживание структурированных кабельных систем (СКС)","1756621","336","878310"
"создание и поддержка интеллектуальных медиасистем","3443823","205","1721911"
"телефония","9309201","204","3103067"
"создание виртуального офиса","3916387","107","1305462"
"организация резервного копирования","4054258","346","1351419"
"администрирование сетей и серверов","892773","42","297591"
"техническая поддержка рабочих станций и ИТ сервисов","1217527","304","405842"
"веб-разработка","8989570","228","4494785"
"создание мобильных систем","6277262","125","2092420"
"создание и обслуживание систем контроля доступа к портам и устройствам","369374","338","123124"
"организацию антивирусной защиты","1074434","339","537217"
"решения касающиеся сетевой безопасности и отражения угроз","5367042","139","2683521"
"организация систем видеонаблюдения","2588214","264","1294107"
"построение и обслуживание структурированных кабельных систем (СКС)","7591998","211","2530666"
"создание и поддержка интеллектуальных медиасистем","9359938","63","4679969"
"телефония","8682857","189","4341428"
"создание виртуального офиса","2600249","115","866749"
"организация резервного копирования","2494783","88","831594"
"администрирование сетей и серверов","8683750","84","4341875"
"техническая поддержка рабочих станций и ИТ сервисов","4289352","177","2144676"
"веб-разработка","8812274","283","2937424"
"создание мобильных систем","9299746","259","4649873"
"создание и обслуживание систем контроля доступа к портам и устройствам","9815654","232","4907827"
"организацию антивирусной защиты","6018909","242","2006303"
"решения касающиеся сетевой безопасности и отражения угроз","5214631","280","2607315"
"организация систем видеонаблюдения","9746529","121","3248843"
"построение и обслуживание структурированных кабельных систем (СКС)","2190541","257","730180"
"создание и поддержка интеллектуальных медиасистем","4778034","217","1592678"
"телефония","9573121","281","3191040"
"создание виртуального офиса","2968576","156","1484288"
"организация резервного копирования","8510528","101","4255264"
"администрирование сетей и серверов","5972578","168","1990859"
"техническая поддержка рабочих станций и ИТ сервисов","4433928","339","2216964"
"веб-разработка","5220290","228","2610145"
"создание мобильных систем","262287","330","87429"
"создание и обслуживание систем контроля доступа к портам и устройствам","1629692","306","814846"
"организацию антивирусной защиты","9032474","312","4516237"
"решения касающиеся сетевой безопасности и отражения угроз","5392184","138","1797394"
"организация систем видеонаблюдения","8128727","311","2709575"
"построение и обслуживание структурированных кабельных систем (СКС)","7367584","300","3683792"
"создание и поддержка интеллектуальных медиасистем","6288455","21","3144227"
"телефония","5571604","179","1857201"
"создание виртуального офиса","4428754","122","2214377"
"организация резервного копирования","1848198","177","924099"
"администрирование сетей и серверов","3809164","282","1904582"
"техническая поддержка рабочих станций и ИТ сервисов","7996092","234","3998046"
"веб-разработка","7597212","275","3798606"
"создание мобильных систем","8081374","95","2693791"
"создание и обслуживание систем контроля доступа к портам и устройствам","2762475","63","1381237"
"организацию антивирусной защиты","5827257","356","1942419"
"решения касающиеся сетевой безопасности и отражения угроз","8143938","126","2714646"
"организация систем видеонаблюдения","4536914","86","1512304"
"построение и обслуживание структурированных кабельных систем (СКС)","9741731","114","4870865"
"создание и поддержка интеллектуальных медиасистем","1903119","338","951559"
"телефония","3199113","337","1599556"
"создание виртуального офиса","2361447","306","1180723"
"организация резервного копирования","9563633","232","3187877"
"администрирование сетей и серверов","5938695","359","2969347"
"техническая поддержка рабочих станций и ИТ сервисов","8395929","189","4197964"
"веб-разработка","601858","18","300929"
"создание мобильных систем","4499587","184","2249793"
"создание и обслуживание систем контроля доступа к портам и устройствам","3667656","281","1833828"
"организацию антивирусной защиты","5922436","27","1974145"
"решения касающиеся сетевой безопасности и отражения угроз","4019240","101","2009620"
"организация систем видеонаблюдения","9810964","116","4905482"
"построение и обслуживание структурированных кабельных систем (СКС)","6927941","342","2309313"
"создание и поддержка интеллектуальных медиасистем","4724630","334","2362315"
"телефония","1158590","353","579295"
"создание виртуального офиса","1411049","32","470349"
"организация резервного копирования","3399888","176","1699944"
"администрирование сетей и серверов","7395994","354","2465331"
"техническая поддержка рабочих станций и ИТ сервисов","9153071","24","3051023"
"веб-разработка","2295367","45","765122"
"создание мобильных систем","773739","21","386869"
"создание и обслуживание систем контроля доступа к портам и устройствам","7519463","221","3759731"
"организацию антивирусной защиты","2725548","254","908516"
"решения касающиеся сетевой безопасности и отражения угроз","6275855","28","2091951"
"организация систем видеонаблюдения","7352511","77","3676255"
"построение и обслуживание структурированных кабельных систем (СКС)","1641222","193","547074"
"создание и поддержка интеллектуальных медиасистем","7035341","45","2345113"
"телефония","506136","154","168712"
"создание виртуального офиса","1641382","210","820691"
"организация резервного копирования","6588929","25","2196309"
"администрирование сетей и серверов","2003510","98","1001755"
"техническая поддержка рабочих станций и ИТ сервисов","2560519","345","1280259"
"веб-разработка","147746","294","49248"
"создание мобильных систем","6762665","94","2254221"
"создание и обслуживание систем контроля доступа к портам и устройствам","9780597","350","3260199"
"организацию антивирусной защиты","1433773","103","716886"
"решения касающиеся сетевой безопасности и отражения угроз","5976497","21","2988248"
"организация систем видеонаблюдения","8420196","334","4210098"
"построение и обслуживание структурированных кабельных систем (СКС)","1561415","66","520471"
"создание и поддержка интеллектуальных медиасистем","4328284","282","1442761"
"телефония","2402232","297","800744"
"создание виртуального офиса","3372593","313","1686296"
"организация резервного копирования","3128538","182","1564269"
"администрирование сетей и серверов","4283847","256","1427949"
"техническая поддержка рабочих станций и ИТ сервисов","2694940","276","1347470"
"веб-разработка","7266297","235","3633148"
"создание мобильных систем","5861741","329","1953913"
"создание и обслуживание систем контроля доступа к портам и устройствам","7956566","140","3978283"
"организацию антивирусной защиты","5261199","329","2630599"
"решения касающиеся сетевой безопасности и отражения угроз","4327636","35","2163818"
"организация систем видеонаблюдения","1273620","183","424540"
"построение и обслуживание структурированных кабельных систем (СКС)","3138179","364","1569089"
"создание и поддержка интеллектуальных медиасистем","1456840","107","485613"
"телефония","8133237","249","2711079"
"создание виртуального офиса","3727448","307","1863724"
"организация резервного копирования","4505972","234","2252986"
"администрирование сетей и серверов","9678539","162","3226179"
"техническая поддержка рабочих станций и ИТ сервисов","7008148","332","3504074"
"веб-разработка","7935451","285","3967725"
"создание мобильных систем","8569397","163","4284698"
"создание и обслуживание систем контроля доступа к портам и устройствам","3639304","263","1819652"
"организацию антивирусной защиты","1242037","169","621018"
"решения касающиеся сетевой безопасности и отражения угроз","2756441","95","1378220"
"организация систем видеонаблюдения","7563985","237","3781992"
"построение и обслуживание структурированных кабельных систем (СКС)","1684832","147","842416"
"создание и поддержка интеллектуальных медиасистем","7156250","307","3578125"
"телефония","6830122","285","2276707"
"создание виртуального офиса","1535917","49","511972"
"организация резервного копирования","6222977","212","3111488"
"администрирование сетей и серверов","856866","230","285622"
"техническая поддержка рабочих станций и ИТ сервисов","2771972","141","923990"
"веб-разработка","6023937","19","2007979"
"создание мобильных систем","4461714","243","2230857"
"создание и обслуживание систем контроля доступа к портам и устройствам","4249756","297","1416585"
"организацию антивирусной защиты","3877533","270","1938766"
"решения касающиеся сетевой безопасности и отражения угроз","955348","204","318449"
"организация систем видеонаблюдения","1748042","346","874021"
"построение и обслуживание структурированных кабельных систем (СКС)","6519948","199","2173316"
"создание и поддержка интеллектуальных медиасистем","9482893","233","4741446"
"телефония","1291827","297","645913"
"создание виртуального офиса","2783643","227","1391821"
"организация резервного копирования","987289","124","493644"
"администрирование сетей и серверов","7676338","179","2558779"
"техническая поддержка рабочих станций и ИТ сервисов","2918701","284","972900"
"веб-разработка","2370284","193","1185142"
"создание мобильных систем","7323920","195","3661960"
"создание и обслуживание систем контроля доступа к портам и устройствам","4738894","275","2369447"
"организацию антивирусной защиты","9559214","301","4779607"
"решения касающиеся сетевой безопасности и отражения угроз","9089669","111","4544834"
"организация систем видеонаблюдения","6467321","144","3233660"
"построение и обслуживание структурированных кабельных систем (СКС)","9472363","232","4736181"
"создание и поддержка интеллектуальных медиасистем","5300086","270","2650043"
"телефония","6855011","264","2285003"
"создание виртуального офиса","5723508","61","2861754"
"организация резервного копирования","8701439","82","4350719"
"администрирование сетей и серверов","4302869","265","1434289"
"техническая поддержка рабочих станций и ИТ сервисов","259211","130","86403"
"веб-разработка","8471215","141","2823738"
"создание мобильных систем","5473514","209","1824504"
"создание и обслуживание систем контроля доступа к портам и устройствам","8234982","130","2744994"
"организацию антивирусной защиты","1084667","57","542333"
"решения касающиеся сетевой безопасности и отражения угроз","406951","333","203475"
"организация систем видеонаблюдения","9998652","63","3332884"
"построение и обслуживание структурированных кабельных систем (СКС)","8317509","148","4158754"
"создание и поддержка интеллектуальных медиасистем","3293916","95","1097972"
"телефония","4001336","269","2000668"
"создание виртуального офиса","3650708","233","1216902"
"организация резервного копирования","7001006","233","3500503"
"администрирование сетей и серверов","1333716","195","666858"
"техническая поддержка рабочих станций и ИТ сервисов","9676324","182","3225441"
"веб-разработка","1421859","302","473953"
"создание мобильных систем","431092","90","215546"
"создание и обслуживание систем контроля доступа к портам и устройствам","9346200","207","3115400"
"организацию антивирусной защиты","7807036","65","3903518"
"решения касающиеся сетевой безопасности и отражения угроз","592558","33","296279"
"организация систем видеонаблюдения","5249690","312","2624845"
"построение и обслуживание структурированных кабельных систем (СКС)","4305662","220","1435220"
"создание и поддержка интеллектуальных медиасистем","2609741","129","1304870"
"телефония","2893970","304","964656"
"создание виртуального офиса","2146833","47","1073416"
"организация резервного копирования","6107952","106","3053976"
"администрирование сетей и серверов","704649","341","234883"
"техническая поддержка рабочих станций и ИТ сервисов","2862850","189","954283"
"веб-разработка","4016175","313","2008087"
"создание мобильных систем","2504317","288","834772"
"создание и обслуживание систем контроля доступа к портам и устройствам","9382929","299","3127643"
"организацию антивирусной защиты","1945548","177","648516"
"решения касающиеся сетевой безопасности и отражения угроз","1626248","177","542082"
"организация систем видеонаблюдения","8531017","16","2843672"
"построение и обслуживание структурированных кабельных систем (СКС)","4012989","351","1337663"
"создание и поддержка интеллектуальных медиасистем","4111419","321","2055709"
"телефония","9516844","245","3172281"
"создание виртуального офиса","2833957","173","944652"
"организация резервного копирования","6610856","152","2203618"
"администрирование сетей и серверов","4756949","303","2378474"
"техническая поддержка рабочих станций и ИТ сервисов","6513981","46","2171327"
"веб-разработка","1474361","119","737180"
"создание мобильных систем","5732122","43","2866061"
"создание и обслуживание систем контроля доступа к портам и устройствам","1719204","127","859602"
"организацию антивирусной защиты","252203","168","126101"
"решения касающиеся сетевой безопасности и отражения угроз","4319870","152","2159935"
"организация систем видеонаблюдения","4483699","20","2241849"
"построение и обслуживание структурированных кабельных систем (СКС)","4914065","321","2457032"
"создание и поддержка интеллектуальных медиасистем","3738829","95","1246276"
"телефония","4719784","324","2359892"
"создание виртуального офиса","1709489","166","854744"
"организация резервного копирования","5363436","239","2681718"
"администрирование сетей и серверов","2998398","124","1499199"
"техническая поддержка рабочих станций и ИТ сервисов","5854016","217","2927008"
"веб-разработка","4871903","179","2435951"
"создание мобильных систем","5834344","114","2917172"
"создание и обслуживание систем контроля доступа к портам и устройствам","7884114","214","3942057"
"организацию антивирусной защиты","9729616","99","4864808"
"решения касающиеся сетевой безопасности и отражения угроз","6170394","360","3085197"
"организация систем видеонаблюдения","9374180","192","3124726"
"построение и обслуживание структурированных кабельных систем (СКС)","968596","180","322865"
"создание и поддержка интеллектуальных медиасистем","290136","214","145068"
"телефония","2241120","218","747040"
"создание виртуального офиса","3226917","174","1613458"
"организация резервного копирования","1922685","160","961342"
"администрирование сетей и серверов","4310302","84","1436767"
"техническая поддержка рабочих станций и ИТ сервисов","7282551","273","3641275"
"веб-разработка","2738974","305","912991"
"создание мобильных систем","2932979","27","1466489"
"создание и обслуживание систем контроля доступа к портам и устройствам","9702081","253","4851040"
"организацию антивирусной защиты","9268920","114","4634460"
"решения касающиеся сетевой безопасности и отражения угроз","126290","79","42096"
"организация систем видеонаблюдения","7712092","71","2570697"
"построение и обслуживание структурированных кабельных систем (СКС)","4907662","25","2453831"
"создание и поддержка интеллектуальных медиасистем","263926","95","87975"
"телефония","6760272","50","2253424"
"создание виртуального офиса","266941","222","133470"
"организация резервного копирования","5187307","252","2593653"
"администрирование сетей и серверов","5658543","147","1886181"
"техническая поддержка рабочих станций и ИТ сервисов","4160508","76","2080254"
"веб-разработка","9114195","360","4557097"
"создание мобильных систем","4284177","122","2142088"
"создание и обслуживание систем контроля доступа к портам и устройствам","1027822","40","342607"
"организацию антивирусной защиты","9817327","22","3272442"
"решения касающиеся сетевой безопасности и отражения угроз","2060525","125","1030262"
"организация систем видеонаблюдения","7553688","114","2517896"
"построение и обслуживание структурированных кабельных систем (СКС)","9803289","107","3267763"
"создание и поддержка интеллектуальных медиасистем","984437","187","492218"
"телефония","1203716","292","401238"
"создание виртуального офиса","7544714","315","2514904"
"организация резервного копирования","6389598","351","3194799"
"администрирование сетей и серверов","5184788","280","1728262"
"техническая поддержка рабочих станций и ИТ сервисов","1999161","219","999580"
"веб-разработка","4833817","256","2416908"
"создание мобильных систем","8130485","40","4065242"
"создание и обслуживание систем контроля доступа к портам и устройствам","949548","221","474774"
"организацию антивирусной защиты","6886953","157","3443476"
"решения касающиеся сетевой безопасности и отражения угроз","4379148","73","2189574"
"организация систем видеонаблюдения","1681490","297","560496"
"построение и обслуживание структурированных кабельных систем (СКС)","780570","259","390285"
"создание и поддержка интеллектуальных медиасистем","917487","184","305829"
"телефония","8537396","97","4268698"
"создание виртуального офиса","6817579","179","2272526"
"организация резервного копирования","3005910","314","1502955"
"администрирование сетей и серверов","2390454","296","796818"
"техническая поддержка рабочих станций и ИТ сервисов","7968190","283","3984095"
"веб-разработка","6539488","310","3269744"
"создание мобильных систем","8078269","147","2692756"
"создание и обслуживание систем контроля доступа к портам и устройствам","2566649","307","1283324"
"организацию антивирусной защиты","4270977","146","1423659"
"решения касающиеся сетевой безопасности и отражения угроз","2049195","314","1024597"
"организация систем видеонаблюдения","7551817","212","2517272"
"построение и обслуживание структурированных кабельных систем (СКС)","1117274","120","558637"
"создание и поддержка интеллектуальных медиасистем","3256182","206","1628091"
"телефония","7838533","177","2612844"
"создание виртуального офиса","5359003","99","2679501"
"организация резервного копирования","4813947","285","2406973"
"администрирование сетей и серверов","925288","134","462644"
"техническая поддержка рабочих станций и ИТ сервисов","4591249","282","2295624"
"веб-разработка","7554267","206","3777133"
"создание мобильных систем","8875484","352","4437742"
"создание и обслуживание систем контроля доступа к портам и устройствам","9899681","207","3299893"
"организацию антивирусной защиты","6407818","140","3203909"
"решения касающиеся сетевой безопасности и отражения угроз","4606710","36","1535570"
"организация систем видеонаблюдения","3735409","242","1867704"
"построение и обслуживание структурированных кабельных систем (СКС)","6092580","204","3046290"
"создание и поддержка интеллектуальных медиасистем","242949","212","121474"
"телефония","3681190","348","1227063"
"создание виртуального офиса","6584959","138","3292479"
"организация резервного копирования","9673913","133","3224637"
"администрирование сетей и серверов","9745986","276","3248662"
"техническая поддержка рабочих станций и ИТ сервисов","8267088","341","4133544"
"веб-разработка","4585620","220","1528540"
"создание мобильных систем","1565090","279","521696"
"создание и обслуживание систем контроля доступа к портам и устройствам","5259573","63","2629786"
"организацию антивирусной защиты","8603911","164","4301955"
"решения касающиеся сетевой безопасности и отражения угроз","3456576","188","1152192"
"организация систем видеонаблюдения","7087277","166","3543638"
"построение и обслуживание структурированных кабельных систем (СКС)","1369067","292","684533"
"создание и поддержка интеллектуальных медиасистем","9482222","339","4741111"
"телефония","2566355","47","1283177"
"создание виртуального офиса","3556354","17","1778177"
"организация резервного копирования","5461691","351","2730845"
"администрирование сетей и серверов","1475418","332","737709"
"техническая поддержка рабочих станций и ИТ сервисов","4600916","71","1533638"
"веб-разработка","7346940","132","2448980"
"создание мобильных систем","1873930","221","624643"
"создание и обслуживание систем контроля доступа к портам и устройствам","8257813","305","2752604"
"организацию антивирусной защиты","4637436","40","1545812"
"решения касающиеся сетевой безопасности и отражения угроз","5311732","22","1770577"
"организация систем видеонаблюдения","3556155","222","1778077"
"построение и обслуживание структурированных кабельных систем (СКС)","7199231","280","2399743"
"создание и поддержка интеллектуальных медиасистем","6060077","152","3030038"
"телефония","262873","87","131436"
"создание виртуального офиса","5997617","265","1999205"
"организация резервного копирования","3497135","299","1748567"
