"Название Услуги","Ориентировочная Стоимость","Срок Исполнения","Размер Предоплаты"
"создание и поддержка интеллектуальных медиасистем","6207896","156","2069298"
"телефония","519378","201","173126"
"создание виртуального офиса","4297718","293","2148859"
"организация резервного копирования","2081640","166","1040820"
"администрирование сетей и серверов","6826867","220","2275622"
"техническая поддержка рабочих станций и ИТ сервисов","2213502","255","737834"
"веб-разработка","5940958","42","2970479"
"создание мобильных систем","7940738","70","2646912"
"создание и обслуживание систем контроля доступа к портам и устройствам","4063197","151","2031598"
"организацию антивирусной защиты","5864992","167","2932496"
"решения касающиеся сетевой безопасности и отражения угроз","8808636","320","4404318"
"организация систем видеонаблюдения","6589439","206","2196479"
"построение и обслуживание структурированных кабельных систем (СКС)","6852562","297","3426281"
"создание и поддержка интеллектуальных медиасистем","4139191","238","1379730"
"телефония","3601241","254","1200413"
"создание виртуального офиса","2680867","55","893622"
"организация резервного копирования","9392216","110","3130738"
"администрирование сетей и серверов","2579105","260","1289552"
"техническая поддержка рабочих станций и ИТ сервисов","3279810","159","1093270"
"веб-разработка","9306567","238","3102189"
"создание мобильных систем","9719549","58","4859774"
"создание и обслуживание систем контроля доступа к портам и устройствам","7800500","275","2600166"
"организацию антивирусной защиты","5529690","123","2764845"
"решения касающиеся сетевой безопасности и отражения угроз","717473","50","358736"
"организация систем видеонаблюдения","2789372","362","929790"
"построение и обслуживание структурированных кабельных систем (СКС)","7228467","192","2409489"
"создание и поддержка интеллектуальных медиасистем","628103","122","314051"
"телефония","7025298","342","3512649"
"создание виртуального офиса","7238264","114","3619132"
"организация резервного копирования","4185548","230","1395182"
"администрирование сетей и серверов","1619116","168","539705"
"техническая поддержка рабочих станций и ИТ сервисов","8275084","342","2758361"
"веб-разработка","8601093","256","4300546"
"создание мобильных систем","238290","353","79430"
"создание и обслуживание систем контроля доступа к портам и устройствам","4502039","322","1500679"
"организацию антивирусной защиты","4018173","57","2009086"
"решения касающиеся сетевой безопасности и отражения угроз","529990","182","264995"
"организация систем видеонаблюдения","5907219","338","2953609"
"построение и обслуживание структурированных кабельных систем (СКС)","3026865","22","1008955"
"создание и поддержка интеллектуальных медиасистем","2339644","78","1169822"
"телефония","955920","350","477960"
"создание виртуального офиса","8268373","62","2756124"
"организация резервного копирования","473683","227","157894"
"администрирование сетей и серверов","5920239","181","1973413"
"техническая поддержка рабочих станций и ИТ сервисов","3715822","121","1238607"
"веб-разработка","2761681","262","920560"
"создание мобильных систем","1440920","65","480306"
"создание и обслуживание систем контроля доступа к портам и устройствам","9814647","77","4907323"
"организацию антивирусной защиты","1456094","120","728047"
"решения касающиеся сетевой безопасности и отражения угроз","8925036","138","2975012"
"организация систем видеонаблюдения","8559437","94","4279718"
"построение и обслуживание структурированных кабельных систем (СКС)","5512152","345","2756076"
"создание и поддержка интеллектуальных медиасистем","1484505","236","494835"
"телефония","3251630","281","1625815"
"создание виртуального офиса","5694404","75","1898134"
"организация резервного копирования","1356777","72","678388"
"администрирование сетей и серверов","6952655","248","2317551"
"техническая поддержка рабочих станций и ИТ сервисов","9464929","264","3154976"
"веб-разработка","3677032","270","1838516"
"создание мобильных систем","1008148","28","504074"
"создание и обслуживание систем контроля доступа к портам и устройствам","6104592","301","2034864"
"организацию антивирусной защиты","3046248","30","1523124"
"решения касающиеся сетевой безопасности и отражения угроз","7627787","189","3813893"
"организация систем видеонаблюдения","9146123","263","3048707"
"построение и обслуживание структурированных кабельных систем (СКС)","5067688","48","1689229"
"создание и поддержка интеллектуальных медиасистем","9517497","244","3172499"
"телефония","2163291","164","1081645"
"создание виртуального офиса","3938152","103","1969076"
"организация резервного копирования","3848514","285","1924257"
"администрирование сетей и серверов","6337433","65","3168716"
"техническая поддержка рабочих станций и ИТ сервисов","5563828","135","1854609"
"веб-разработка","9062366","348","3020788"
"создание мобильных систем","6731213","59","2243737"
"создание и обслуживание систем контроля доступа к портам и устройствам","8200658","112","4100329"
"организацию антивирусной защиты","7355311","356","3677655"
"решения касающиеся сетевой безопасности и отражения угроз","2696513","29","1348256"
"организация систем видеонаблюдения","3756348","236","1252116"
"построение и обслуживание структурированных кабельных систем (СКС)","5692403","95","2846201"
"создание и поддержка интеллектуальных медиасистем","8040503","135","2680167"
"телефония","6970639","60","2323546"
"создание виртуального офиса","6745574","344","3372787"
"организация резервного копирования","2145092","305","715030"
"администрирование сетей и серверов","2031260","218","1015630"
"техническая поддержка рабочих станций и ИТ сервисов","2194010","281","1097005"
"веб-разработка","7341390","236","3670695"
"создание мобильных систем","4773285","26","2386642"
"создание и обслуживание систем контроля доступа к портам и устройствам","6678401","337","2226133"
"организацию антивирусной защиты","4227955","69","2113977"
"решения касающиеся сетевой безопасности и отражения угроз","8841022","169","2947007"
"организация систем видеонаблюдения","5431778","196","2715889"
"построение и обслуживание структурированных кабельных систем (СКС)","9766319","272","4883159"
"создание и поддержка интеллектуальных медиасистем","3554612","22","1184870"
"телефония","6544908","222","2181636"
"создание виртуального офиса","4510933","157","1503644"
"организация резервного копирования","9363917","57","4681958"
"администрирование сетей и серверов","6337929","335","2112643"
"техническая поддержка рабочих станций и ИТ сервисов","7523775","289","2507925"
"веб-разработка","6397016","29","3198508"
"создание мобильных систем","9864871","65","4932435"
"создание и обслуживание систем контроля доступа к портам и устройствам","7466108","255","3733054"
"организацию антивирусной защиты","6812106","142","3406053"
"решения касающиеся сетевой безопасности и отражения угроз","6297605","86","2099201"
"организация систем видеонаблюдения","6416939","43","3208469"
"построение и обслуживание структурированных кабельных систем (СКС)","8877692","258","4438846"
"создание и поддержка интеллектуальных медиасистем","738966","348","246322"
"телефония","6009388","89","2003129"
"создание виртуального офиса","6163731","32","3081865"
"организация резервного копирования","4832138","76","2416069"
"администрирование сетей и серверов","3706079","185","1235359"
"техническая поддержка рабочих станций и ИТ сервисов","4575312","189","1525104"
"веб-разработка","8634268","344","2878089"
"создание мобильных систем","2313440","111","1156720"
"создание и обслуживание систем контроля доступа к портам и устройствам","6361077","61","2120359"
"организацию антивирусной защиты","2799710","194","1399855"
"решения касающиеся сетевой безопасности и отражения угроз","5510069","87","2755034"
"организация систем видеонаблюдения","9529726","344","3176575"
"построение и обслуживание структурированных кабельных систем (СКС)","6262978","165","3131489"
"создание и поддержка интеллектуальных медиасистем","3890347","256","1945173"
"телефония","4617683","91","1539227"
"создание виртуального офиса","600562","296","200187"
"организация резервного копирования","3679339","186","1226446"
"администрирование сетей и серверов","7375209","279","3687604"
"техническая поддержка рабочих станций и ИТ сервисов","8439489","171","2813163"
"веб-разработка","9512643","346","4756321"
"создание мобильных систем","8699056","191","2899685"
"создание и обслуживание систем контроля доступа к портам и устройствам","4734406","296","2367203"
"организацию антивирусной защиты","8692469","325","4346234"
"решения касающиеся сетевой безопасности и отражения угроз","487291","157","162430"
"организация систем видеонаблюдения","3029965","331","1009988"
"построение и обслуживание структурированных кабельных систем (СКС)","177282","349","88641"
"создание и поддержка интеллектуальных медиасистем","4274270","93","1424756"
"телефония","3776590","345","1258863"
"создание виртуального офиса","6830019","102","2276673"
"организация резервного копирования","7261802","144","3630901"
"администрирование сетей и серверов","5350041","342","2675020"
"техническая поддержка рабочих станций и ИТ сервисов","6241323","270","2080441"
"веб-разработка","2514417","295","1257208"
"создание мобильных систем","9443286","223","3147762"
"создание и обслуживание систем контроля доступа к портам и устройствам","9418915","342","3139638"
"организацию антивирусной защиты","1553182","114","776591"
"решения касающиеся сетевой безопасности и отражения угроз","1384859","189","692429"
"организация систем видеонаблюдения","4427835","240","1475945"
"построение и обслуживание структурированных кабельных систем (СКС)","5683081","234","1894360"
"создание и поддержка интеллектуальных медиасистем","987455","20","329151"
"телефония","6381197","278","3190598"
"создание виртуального офиса","2235117","227","1117558"
"организация резервного копирования","4666331","262","1555443"
"администрирование сетей и серверов","3258043","26","1629021"
"техническая поддержка рабочих станций и ИТ сервисов","5481721","359","1827240"
"веб-разработка","576245","324","288122"
"создание мобильных систем","7232799","109","2410933"
"создание и обслуживание систем контроля доступа к портам и устройствам","4647548","118","1549182"
"организацию антивирусной защиты","7977340","129","3988670"
"решения касающиеся сетевой безопасности и отражения угроз","4310315","348","2155157"
"организация систем видеонаблюдения","4573889","210","1524629"
"построение и обслуживание структурированных кабельных систем (СКС)","3348824","173","1674412"
"создание и поддержка интеллектуальных медиасистем","2187614","317","1093807"
"телефония","4293169","34","2146584"
"создание виртуального офиса","4009128","17","1336376"
"организация резервного копирования","5924147","14","1974715"
"администрирование сетей и серверов","310040","208","155020"
"техническая поддержка рабочих станций и ИТ сервисов","777227","81","259075"
"веб-разработка","2309316","19","1154658"
"создание мобильных систем","1620146","180","540048"
"создание и обслуживание систем контроля доступа к портам и устройствам","7639440","338","2546480"
"организацию антивирусной защиты","3762430","69","1254143"
"решения касающиеся сетевой безопасности и отражения угроз","7719236","302","2573078"
"организация систем видеонаблюдения","9288349","180","3096116"
"построение и обслуживание структурированных кабельных систем (СКС)","8645248","102","4322624"
"создание и поддержка интеллектуальных медиасистем","706340","50","235446"
"телефония","8910532","280","4455266"
"создание виртуального офиса","8835376","52","4417688"
"организация резервного копирования","8954037","237","4477018"
"администрирование сетей и серверов","2336393","289","778797"
"техническая поддержка рабочих станций и ИТ сервисов","7938915","278","2646305"
"веб-разработка","7796639","348","2598879"
"создание мобильных систем","7969523","254","3984761"
"создание и обслуживание систем контроля доступа к портам и устройствам","8279014","147","4139507"
"организацию антивирусной защиты","4019826","190","1339942"
"решения касающиеся сетевой безопасности и отражения угроз","795555","314","265185"
"организация систем видеонаблюдения","921142","352","460571"
"построение и обслуживание структурированных кабельных систем (СКС)","7972215","46","3986107"
"создание и поддержка интеллектуальных медиасистем","5254984","194","1751661"
"телефония","6541957","124","2180652"
"создание виртуального офиса","6925107","70","2308369"
"организация резервного копирования","9931931","339","4965965"
"администрирование сетей и серверов","4769395","249","1589798"
"техническая поддержка рабочих станций и ИТ сервисов","7610789","64","2536929"
"веб-разработка","4593629","297","2296814"
"создание мобильных систем","7563944","103","3781972"
"создание и обслуживание систем контроля доступа к портам и устройствам","2869642","55","956547"
"организацию антивирусной защиты","5004263","45","2502131"
"решения касающиеся сетевой безопасности и отражения угроз","2278403","39","759467"
"организация систем видеонаблюдения","5495496","287","2747748"
"построение и обслуживание структурированных кабельных систем (СКС)","3625469","349","1812734"
"создание и поддержка интеллектуальных медиасистем","6997339","274","2332446"
"телефония","122678","132","40892"
"создание виртуального офиса","2599380","337","1299690"
"организация резервного копирования","2836302","94","1418151"
"администрирование сетей и серверов","3047944","270","1015981"
"техническая поддержка рабочих станций и ИТ сервисов","9598217","191","3199405"
"веб-разработка","9869995","361","4934997"
"создание мобильных систем","436408","258","218204"
"создание и обслуживание систем контроля доступа к портам и устройствам","1030421","241","515210"
"организацию антивирусной защиты","5596369","174","1865456"
"решения касающиеся сетевой безопасности и отражения угроз","5640495","129","2820247"
"организация систем видеонаблюдения","9294605","46","3098201"
"построение и обслуживание структурированных кабельных систем (СКС)","3981844","309","1327281"
"создание и поддержка интеллектуальных медиасистем","1729260","118","576420"
"телефония","993660","282","331220"
"создание виртуального офиса","2474303","239","1237151"
"организация резервного копирования","6361674","100","2120558"
"администрирование сетей и серверов","1990878","223","663626"
"техническая поддержка рабочих станций и ИТ сервисов","4296326","226","1432108"
"веб-разработка","5705716","79","2852858"
"создание мобильных систем","246751","135","123375"
"создание и обслуживание систем контроля доступа к портам и устройствам","5451702","139","1817234"
"организацию антивирусной защиты","8909230","281","4454615"
"решения касающиеся сетевой безопасности и отражения угроз","6350076","42","3175038"
"организация систем видеонаблюдения","3314815","305","1657407"
"построение и обслуживание структурированных кабельных систем (СКС)","6227087","39","3113543"
"создание и поддержка интеллектуальных медиасистем","6910752","204","3455376"
"телефония","1160862","305","386954"
"создание виртуального офиса","1692170","155","846085"
"организация резервного копирования","5086258","158","2543129"
"администрирование сетей и серверов","8632684","64","2877561"
"техническая поддержка рабочих станций и ИТ сервисов","9416942","186","3138980"
"веб-разработка","5606270","86","1868756"
"создание мобильных систем","4964569","175","2482284"
"создание и обслуживание систем контроля доступа к портам и устройствам","9573375","126","4786687"
"организацию антивирусной защиты","5432540","44","2716270"
"решения касающиеся сетевой безопасности и отражения угроз","6152895","161","3076447"
"организация систем видеонаблюдения","8477934","283","2825978"
"построение и обслуживание структурированных кабельных систем (СКС)","4841886","36","2420943"
"создание и поддержка интеллектуальных медиасистем","6686502","294","3343251"
"телефония","2363201","304","787733"
"создание виртуального офиса","9914994","265","4957497"
"организация резервного копирования","5254783","319","2627391"
"администрирование сетей и серверов","2273261","58","757753"
"техническая поддержка рабочих станций и ИТ сервисов","9088530","61","3029510"
"веб-разработка","2172634","263","1086317"
"создание мобильных систем","5109955","202","2554977"
"создание и обслуживание систем контроля доступа к портам и устройствам","7836868","187","2612289"
"организацию антивирусной защиты","4276934","174","1425644"
"решения касающиеся сетевой безопасности и отражения угроз","3934356","325","1967178"
"организация систем видеонаблюдения","494772","132","247386"
"построение и обслуживание структурированных кабельных систем (СКС)","2871493","147","957164"
"создание и поддержка интеллектуальных медиасистем","5521343","311","2760671"
"телефония","8472391","138","2824130"
"создание виртуального офиса","1553047","358","517682"
"организация резервного копирования","4236991","202","2118495"
"администрирование сетей и серверов","942521","319","471260"
"техническая поддержка рабочих станций и ИТ сервисов","2177496","152","725832"
"веб-разработка","1031789","310","515894"
"создание мобильных систем","815050","358","271683"
"создание и обслуживание систем контроля доступа к портам и устройствам","4921744","288","1640581"
"организацию антивирусной защиты","4955369","74","2477684"
"решения касающиеся сетевой безопасности и отражения угроз","6263596","297","2087865"
"организация систем видеонаблюдения","2457114","59","1228557"
"построение и обслуживание структурированных кабельных систем (СКС)","2472719","230","824239"
"создание и поддержка интеллектуальных медиасистем","8078716","306","4039358"
"телефония","3899797","308","1949898"
"создание виртуального офиса","145361","353","48453"
"организация резервного копирования","234870","308","117435"
"администрирование сетей и серверов","5130709","339","2565354"
"техническая поддержка рабочих станций и ИТ сервисов","7412818","147","3706409"
"веб-разработка","8103503","108","2701167"
"создание мобильных систем","5217831","262","1739277"
"создание и обслуживание систем контроля доступа к портам и устройствам","9293309","289","4646654"
"организацию антивирусной защиты","4197902","319","1399300"
"решения касающиеся сетевой безопасности и отражения угроз","2023045","348","1011522"
"организация систем видеонаблюдения","5479245","150","1826415"
"построение и обслуживание структурированных кабельных систем (СКС)","907299","70","453649"
"создание и поддержка интеллектуальных медиасистем","8933392","264","2977797"
"телефония","865832","153","288610"
"создание виртуального офиса","8449417","355","2816472"
"организация резервного копирования","9742013","114","4871006"
"администрирование сетей и серверов","581045","185","193681"
"техническая поддержка рабочих станций и ИТ сервисов","5313792","153","1771264"
"веб-разработка","5301114","41","1767038"
"создание мобильных систем","3349964","69","1674982"
"создание и обслуживание систем контроля доступа к портам и устройствам","5554378","126","2777189"
"организацию антивирусной защиты","330176","203","165088"
"решения касающиеся сетевой безопасности и отражения угроз","9797320","326","3265773"
"организация систем видеонаблюдения","765565","315","255188"
"построение и обслуживание структурированных кабельных систем (СКС)","3116739","290","1558369"
"создание и поддержка интеллектуальных медиасистем","596688","222","198896"
"телефония","4756110","248","1585370"
"создание виртуального офиса","3463244","149","1154414"
"организация резервного копирования","2437819","42","812606"
"администрирование сетей и серверов","7638309","272","2546103"
"техническая поддержка рабочих станций и ИТ сервисов","5217314","144","2608657"
"веб-разработка","3188419","185","1062806"
"создание мобильных систем","3948584","71","1974292"
"создание и обслуживание систем контроля доступа к портам и устройствам","238003","83","79334"
"организацию антивирусной защиты","581825","55","290912"
"решения касающиеся сетевой безопасности и отражения угроз","8615137","64","4307568"
"организация систем видеонаблюдения","3507450","160","1169150"
"построение и обслуживание структурированных кабельных систем (СКС)","1509081","14","503027"
"создание и поддержка интеллектуальных медиасистем","5325436","158","2662718"
"телефония","1522965","135","507655"
"создание виртуального офиса","9422832","129","4711416"
"организация резервного копирования","8152825","137","2717608"
"администрирование сетей и серверов","7804809","211","2601603"
"техническая поддержка рабочих станций и ИТ сервисов","5749238","154","2874619"
"веб-разработка","968684","332","322894"
"создание мобильных систем","5003720","49","2501860"
"создание и обслуживание систем контроля доступа к портам и устройствам","3698908","273","1849454"
"организацию антивирусной защиты","9233727","283","3077909"
"решения касающиеся сетевой безопасности и отражения угроз","3839657","256","1919828"
"организация систем видеонаблюдения","6809987","136","3404993"
"построение и обслуживание структурированных кабельных систем (СКС)","2693704","190","1346852"
"создание и поддержка интеллектуальных медиасистем","9124540","350","3041513"
"телефония","1981891","215","990945"
"создание виртуального офиса","1915264","252","638421"
"организация резервного копирования","8750274","278","2916758"
"администрирование сетей и серверов","3043766","308","1014588"
"техническая поддержка рабочих станций и ИТ сервисов","1654581","172","551527"
"веб-разработка","2943414","118","1471707"
"создание мобильных систем","4185087","83","2092543"
"создание и обслуживание систем контроля доступа к портам и устройствам","5632205","48","2816102"
"организацию антивирусной защиты","2298036","364","766012"
"решения касающиеся сетевой безопасности и отражения угроз","6841802","293","3420901"
"организация систем видеонаблюдения","8112915","115","2704305"
"построение и обслуживание структурированных кабельных систем (СКС)","231917","342","77305"
"создание и поддержка интеллектуальных медиасистем","4340100","193","2170050"
"телефония","2850325","107","1425162"
"создание виртуального офиса","9199509","28","4599754"
"организация резервного копирования","7764170","39","3882085"
"администрирование сетей и серверов","8755815","36","4377907"
"техническая поддержка рабочих станций и ИТ сервисов","1628179","27","814089"
"веб-разработка","1476415","113","492138"
"создание мобильных систем","2206873","57","735624"
"создание и обслуживание систем контроля доступа к портам и устройствам","6316208","311","3158104"
"организацию антивирусной защиты","5579435","129","2789717"
"решения касающиеся сетевой безопасности и отражения угроз","6700562","290","2233520"
"организация систем видеонаблюдения","1315946","63","438648"
"построение и обслуживание структурированных кабельных систем (СКС)","5493942","239","2746971"
"создание и поддержка интеллектуальных медиасистем","3047094","361","1015698"
"телефония","7463286","314","2487762"
"создание виртуального офиса","3118629","219","1039543"
"организация резервного копирования","1325700","93","441900"
"администрирование сетей и серверов","5696942","106","2848471"
"техническая поддержка рабочих станций и ИТ сервисов","9356094","263","3118698"
"веб-разработка","6641088","146","3320544"
"создание мобильных систем","6444461","54","3222230"
"создание и обслуживание систем контроля доступа к портам и устройствам","8774004","108","4387002"
"организацию антивирусной защиты","2835050","345","1417525"
"решения касающиеся сетевой безопасности и отражения угроз","4405178","87","1468392"
"организация систем видеонаблюдения","9924444","149","4962222"
"построение и обслуживание структурированных кабельных систем (СКС)","6571934","292","3285967"
"создание и поддержка интеллектуальных медиасистем","6867046","208","3433523"
"телефония","1829783","324","609927"
"создание виртуального офиса","8493642","261","4246821"
"организация резервного копирования","4517755","293","1505918"
"администрирование сетей и серверов","5822768","152","1940922"
"техническая поддержка рабочих станций и ИТ сервисов","8497849","192","4248924"
"веб-разработка","674217","250","337108"
"создание мобильных систем","7454468","307","2484822"
"создание и обслуживание систем контроля доступа к портам и устройствам","6793271","189","3396635"
"организацию антивирусной защиты","8153271","181","4076635"
"решения касающиеся сетевой безопасности и отражения угроз","242877","316","121438"
"организация систем видеонаблюдения","4857601","32","1619200"
"построение и обслуживание структурированных кабельных систем (СКС)","831231","44","415615"
"создание и поддержка интеллектуальных медиасистем","3808508","272","1269502"
"телефония","5525802","36","2762901"
"создание виртуального офиса","1953013","141","976506"
"организация резервного копирования","4077696","55","1359232"
"администрирование сетей и серверов","8523199","200","2841066"
"техническая поддержка рабочих станций и ИТ сервисов","8424073","197","4212036"
"веб-разработка","8278120","148","2759373"
"создание мобильных систем","2048718","244","1024359"
"создание и обслуживание систем контроля доступа к портам и устройствам","5500379","72","1833459"
"организацию антивирусной защиты","1670036","127","556678"
"решения касающиеся сетевой безопасности и отражения угроз","2972879","79","1486439"
"организация систем видеонаблюдения","8801780","114","4400890"
"построение и обслуживание структурированных кабельных систем (СКС)","6415530","52","2138510"
"создание и поддержка интеллектуальных медиасистем","7374785","164","3687392"
"телефония","6288857","137","3144428"
"создание виртуального офиса","9078394","98","3026131"
"организация резервного копирования","6489123","338","2163041"
"администрирование сетей и серверов","9615019","162","4807509"
"техническая поддержка рабочих станций и ИТ сервисов","3451864","217","1150621"
"веб-разработка","5409061","34","1803020"
"создание мобильных систем","8583276","287","2861092"
"создание и обслуживание систем контроля доступа к портам и устройствам","5467211","300","2733605"
"организацию антивирусной защиты","1359787","348","679893"
"решения касающиеся сетевой безопасности и отражения угроз","5251517","23","1750505"
"организация систем видеонаблюдения","2524542","305","1262271"
"построение и обслуживание структурированных кабельных систем (СКС)","7799462","165","3899731"
"создание и поддержка интеллектуальных медиасистем","2475140","177","825046"
"телефония","2987050","50","1493525"
"создание виртуального офиса","1338772","309","669386"
"организация резервного копирования","1975648","140","658549"
"администрирование сетей и серверов","5074746","262","1691582"
"техническая поддержка рабочих станций и ИТ сервисов","5004376","92","2502188"
"веб-разработка","883919","184","441959"
"создание мобильных систем","7426510","122","2475503"
"создание и обслуживание систем контроля доступа к портам и устройствам","1496045","273","498681"
"организацию антивирусной защиты","4631513","36","2315756"
"решения касающиеся сетевой безопасности и отражения угроз","6505482","231","2168494"
"организация систем видеонаблюдения","9829577","279","3276525"
"построение и обслуживание структурированных кабельных систем (СКС)","6548914","246","3274457"
"создание и поддержка интеллектуальных медиасистем","4902601","168","1634200"
"телефония","776468","325","388234"
"создание виртуального офиса","7728446","240","2576148"
"организация резервного копирования","8253178","301","4126589"
"администрирование сетей и серверов","9821421","329","4910710"
"техническая поддержка рабочих станций и ИТ сервисов","1142895","258","380965"
"веб-разработка","2215331","123","1107665"
"создание мобильных систем","2619555","248","1309777"
"создание и обслуживание систем контроля доступа к портам и устройствам","5305493","268","2652746"
"организацию антивирусной защиты","6691844","307","2230614"
"решения касающиеся сетевой безопасности и отражения угроз","7030212","292","3515106"
"организация систем видеонаблюдения","2965626","322","988542"
"построение и обслуживание структурированных кабельных систем (СКС)","8077120","247","2692373"
"создание и поддержка интеллектуальных медиасистем","174241","159","87120"
"телефония","1706043","57","568681"
"создание виртуального офиса","519435","287","173145"
"организация резервного копирования","7076479","356","2358826"
"администрирование сетей и серверов","4171409","209","1390469"
"техническая поддержка рабочих станций и ИТ сервисов","2095774","122","698591"
"веб-разработка","6998696","282","3499348"
"создание мобильных систем","5844978","71","1948326"
"создание и обслуживание систем контроля доступа к портам и устройствам","5445846","171","1815282"
"организацию антивирусной защиты","6956370","210","2318790"
"решения касающиеся сетевой безопасности и отражения угроз","8140946","131","2713648"
"организация систем видеонаблюдения","9972846","105","3324282"
"построение и обслуживание структурированных кабельных систем (СКС)","5770373","197","2885186"
"создание и поддержка интеллектуальных медиасистем","7217278","161","3608639"
"телефония","999974","215","499987"
"создание виртуального офиса","1434208","246","478069"
"организация резервного копирования","3271229","268","1635614"
"администрирование сетей и серверов","7356858","31","2452286"
"техническая поддержка рабочих станций и ИТ сервисов","6420807","364","3210403"
"веб-разработка","9622827","126","3207609"
"создание мобильных систем","8539110","301","4269555"
"создание и обслуживание систем контроля доступа к портам и устройствам","9814950","53","4907475"
"организацию антивирусной защиты","2618852","203","872950"
"решения касающиеся сетевой безопасности и отражения угроз","5454285","170","1818095"
"организация систем видеонаблюдения","9680643","37","4840321"
"построение и обслуживание структурированных кабельных систем (СКС)","1015447","68","338482"
